gene	protein_length	n_tmd	n_WT_lost	has_WT_lost	n_any_eS7_event	has_any_eS7_event	n_4KR_specific	has_4KR_specific	n_shared	has_shared	single_pass	multi_pass	loc_er	loc_golgi	loc_cell_membrane	loc_mitochondrion	loc_vacuole	loc_nucleus	is_transporter_like	is_transferase_like	mean_tmd_length_aa	mean_relative_tmd_position	min_relative_tmd_position	max_relative_tmd_position	subcellular_location	protein_name	entry_name	uniprot_accession	uniprot_gene_names	uniprot_protein_name	uniprot_length	alphafold_id	alphafold_pdb_url	alphafold_cif_url
MUP1	574	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.55	0.1	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	High-affinity methionine permease	MUP1_YEAST	P50276	MUP1 YGR055W	High-affinity methionine permease	574	AF-P50276-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P50276-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P50276-F1-model_v4.cif
MUP3	546	13	4	1	7	1	2	1	1	1	0	1	0	0	0	0	0	0	1	0	21.0	0.5384615384615384	0.0769230769230769	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Low-affinity methionine permease	MUP3_YEAST	P38734	MUP3 YHL036W	Low-affinity methionine permease	546	AF-P38734-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38734-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38734-F1-model_v4.cif
NAG1	163	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Note=Localizes to the cell periphery under conditions of vegetative growth. {ECO:0000269|PubMed:18310357}.	Protein NAG1 (Nested antisense gene 1 protein)	NAG1_YEAST	Q8TGN9	NAG1 YGR031C-A	Protein NAG1 (Nested antisense gene 1 protein)	163	AF-Q8TGN9-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q8TGN9-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q8TGN9-F1-model_v4.cif
NCA2	616	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}.	Nuclear control of ATPase protein 2	NCA2_YEAST	Q12374	NCA2 YPR155C	Nuclear control of ATPase protein 2	616	AF-Q12374-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q12374-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q12374-F1-model_v4.cif
NCE101	53	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	23.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Non-classical export protein 1	NCE1_YEAST	Q02820	NCE101 NCE1 YJL205C YJL205BC YJL205C-A	Non-classical export protein 1	53	AF-Q02820-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q02820-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q02820-F1-model_v4.cif
NCE102	173	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	20.75	0.625	0.25	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10716729, ECO:0000269|PubMed:12469340, ECO:0000269|PubMed:19064668, ECO:0000269|PubMed:19564405, ECO:0000269|PubMed:20581291}; Multi-pass membrane protein {ECO:0000269|PubMed:10716729, ECO:0000269|PubMed:12469340, ECO:0000269|PubMed:19064668, ECO:0000269|PubMed:19564405, ECO:0000269|PubMed:20581291}. Note=Associates with the ergosterol-rich membrane compartment of CAN1 (MCC). Accumulates in membrane domains at eisosomes.	Non-classical export protein 2	NCE2_YEAST	Q12207	NCE102 NCE2 RTG2S2 YPR149W P9659.2	Non-classical export protein 2	173	AF-Q12207-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q12207-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q12207-F1-model_v4.cif
NCP1	691	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9468503}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}. Mitochondrion outer membrane {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:16407407}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}. Cell membrane {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000269|PubMed:9368374}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}.	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)	NCPR_YEAST	P16603	NCP1 CPR1 NCPR1 PRD1 YHR042W	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)	691	AF-P16603-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P16603-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P16603-F1-model_v4.cif
NCR1	1170	13	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	21.0	0.5384615384615384	0.0769230769230769	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14970192, ECO:0000269|PubMed:15522102}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14970192, ECO:0000269|PubMed:15522102}.	NPC intracellular sterol transporter 1-related protein 1 (Niemann-Pick type C-related protein 1)	NPC1_YEAST	Q12200	NCR1 YPL006W	NPC intracellular sterol transporter 1-related protein 1 (Niemann-Pick type C-related protein 1)	1170	AF-Q12200-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q12200-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q12200-F1-model_v4.cif
NDC1	655	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	20.833333333333332	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000269|PubMed:10684247}. Nucleus membrane; Multi-pass membrane protein. Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body. Note=Central core structure of the nuclear pore complex. Spindle pole body, central plaque.	Nucleoporin NDC1 (Nuclear division cycle protein 1) (Nuclear pore protein NDC1)	NDC1_YEAST	P32500	NDC1 YML031W	Nucleoporin NDC1 (Nuclear division cycle protein 1) (Nuclear pore protein NDC1)	655	AF-P32500-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P32500-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P32500-F1-model_v4.cif
NEJ1	342	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Non-homologous end-joining protein 1	NHEJ1_YEAST	Q06148	NEJ1 LIF2 YLR265C	Non-homologous end-joining protein 1	342	AF-Q06148-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q06148-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q06148-F1-model_v4.cif
NEM1	446	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:9822591}; Single-pass membrane protein {ECO:0000269|PubMed:9822591}. Nucleus membrane {ECO:0000269|PubMed:9822591}; Single-pass membrane protein {ECO:0000269|PubMed:9822591}.	Nuclear envelope morphology protein 1 (EC 3.1.3.16)	NEM1_YEAST	P38757	NEM1 YHR004C	Nuclear envelope morphology protein 1 (EC 3.1.3.16)	446	AF-P38757-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38757-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38757-F1-model_v4.cif
NEO1	1151	11	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Endosome membrane {ECO:0000269|PubMed:12631737, ECO:0000269|PubMed:15314152, ECO:0000269|PubMed:31786280}; Multi-pass membrane protein {ECO:0000269|PubMed:15314152}. Golgi apparatus membrane {ECO:0000269|PubMed:12960419, ECO:0000269|PubMed:15314152, ECO:0000269|PubMed:31786280, ECO:0000269|PubMed:34645814}; Multi-pass membrane protein {ECO:0000269|PubMed:15314152}.	Phospholipid-transporting ATPase NEO1 (EC 7.6.2.1)	ATC7_YEAST	P40527	NEO1 YIL048W	Phospholipid-transporting ATPase NEO1 (EC 7.6.2.1)	1151	AF-P40527-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P40527-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P40527-F1-model_v4.cif
NFT1	1218	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.5	0.53125	0.0625	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	ABC transporter NFT1 (New full-length MRP-type transporter 1)	NFT1_YEAST	P0CE68	NFT1 YKR103W	ABC transporter NFT1 (New full-length MRP-type transporter 1)	1218	AF-P0CE68-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P0CE68-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P0CE68-F1-model_v4.cif
NHA1	985	12	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P36606}; Multi-pass membrane protein {ECO:0000305}.	Na(+)/H(+) antiporter	NAH1_YEAST	Q99271	NHA1 YLR138W L3149 L9606.4	Na(+)/H(+) antiporter	985	AF-Q99271-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q99271-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q99271-F1-model_v4.cif
NHX1	633	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20.846153846153847	0.5384615384615384	0.0769230769230769	1.0	SUBCELLULAR LOCATION: Endosome membrane; Multi-pass membrane protein. Prevacuolar compartment membrane; Multi-pass membrane protein.	Endosomal/prevacuolar sodium/hydrogen exchanger (Endosomal/prevacuolar Na(+)/H(+) exchanger) (Vacuolar protein sorting-associated protein 44)	NHX1_YEAST	Q04121	NHX1 NHA2 VPL27 VPS44 YDR456W D9461.40	Endosomal/prevacuolar sodium/hydrogen exchanger (Endosomal/prevacuolar Na(+)/H(+) exchanger) (Vacuolar protein sorting-associated protein 44)	633	AF-Q04121-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q04121-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q04121-F1-model_v4.cif
NNF2	936	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Protein NNF2	NNF2_YEAST	P53253	NNF2 YGR089W	Protein NNF2	936	AF-P53253-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53253-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53253-F1-model_v4.cif
NPP1	742	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	Ectonucleotide pyrophosphatase/phosphodiesterase 1 (E-NPP 1) [Includes: Alkaline phosphodiesterase 1 (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]	NPP1_YEAST	P25353	NPP1 YCR026C YCR246 YCR26C	Ectonucleotide pyrophosphatase/phosphodiesterase 1 (E-NPP 1) [Includes: Alkaline phosphodiesterase 1 (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]	742	AF-P25353-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P25353-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P25353-F1-model_v4.cif
NPP2	493	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	Ectonucleotide pyrophosphatase/phosphodiesterase 2 (E-NPP 2) [Includes: Alkaline phosphodiesterase 1 (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]	NPP2_YEAST	P39997	NPP2 YEL016C	Ectonucleotide pyrophosphatase/phosphodiesterase 2 (E-NPP 2) [Includes: Alkaline phosphodiesterase 1 (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]	493	AF-P39997-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P39997-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P39997-F1-model_v4.cif
NRT1	598	11	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.	Nicotinamide riboside transporter 1 (Thiamine transport protein 71)	NRT1_YEAST	Q08485	NRT1 THI71 YOR071C YOR29-22	Nicotinamide riboside transporter 1 (Thiamine transport protein 71)	598	AF-Q08485-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q08485-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q08485-F1-model_v4.cif
NSG1	291	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:16270032}; Multi-pass membrane protein {ECO:0000269|PubMed:16270032}.	Protein NSG1 (INSIG homolog 1)	NSG1_YEAST	P38837	NSG1 YHR133C	Protein NSG1 (INSIG homolog 1)	291	AF-P38837-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38837-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38837-F1-model_v4.cif
NSG2	299	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16270032}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16270032}.	Protein NSG2 (INSIG homolog 2)	NSG2_YEAST	P53898	NSG2 YNL156C N1747	Protein NSG2 (INSIG homolog 2)	299	AF-P53898-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53898-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53898-F1-model_v4.cif
NTE1	1679	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15044461}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15044461}. Lipid droplet {ECO:0000269|PubMed:24868093}.	Lysophospholipase NTE1 (EC 3.1.1.5) (Intracellular phospholipase B) (Neuropathy target esterase homolog)	NTE1_YEAST	Q04958	NTE1 YML059C YM9958.03C	Lysophospholipase NTE1 (EC 3.1.1.5) (Intracellular phospholipase B) (Neuropathy target esterase homolog)	1679	AF-Q04958-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q04958-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q04958-F1-model_v4.cif
NUR1	484	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Nuclear rim protein 1	NUR1_YEAST	Q12066	NUR1 YDL089W D2416	Nuclear rim protein 1	484	AF-Q12066-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q12066-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q12066-F1-model_v4.cif
NUS1	375	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	23.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Lipid droplet {ECO:0000269|PubMed:10515935, ECO:0000269|PubMed:11086160, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14690591}. Nucleus membrane {ECO:0000269|PubMed:14690591}; Single-pass membrane protein {ECO:0000305}.	Dehydrodolichyl diphosphate synthase complex subunit NUS1 (EC 2.5.1.87) (Nuclear undecaprenyl pyrophosphate synthase 1)	UPPS_YEAST	Q12063	NUS1 YDL193W D1239	Dehydrodolichyl diphosphate synthase complex subunit NUS1 (EC 2.5.1.87) (Nuclear undecaprenyl pyrophosphate synthase 1)	375	AF-Q12063-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q12063-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q12063-F1-model_v4.cif
NVJ1	321	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Nucleus outer membrane {ECO:0000269|PubMed:10888680, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15367582, ECO:0000269|PubMed:16912077}; Single-pass membrane protein {ECO:0000269|PubMed:10888680, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15367582, ECO:0000269|PubMed:16912077}.	Nucleus-vacuole junction protein 1	NVJ1_YEAST	P38881	NVJ1 VAB36 YHR195W	Nucleus-vacuole junction protein 1	321	AF-P38881-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38881-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38881-F1-model_v4.cif
NVJ2	770	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Single-pass type II membrane protein {ECO:0000305}. Nucleus membrane {ECO:0000269|PubMed:22250200}; Single-pass type II membrane protein {ECO:0000305}. Note=Enriched at the nucleus-vacuole junction where it becomes increasingly concentrated as cells enter into the late-logarithmic growth phase (PubMed:22250200). During endoplasmic reticulum (ER) stress, localizes to ER-Golgi contacts (PubMed:28011845). {ECO:0000269|PubMed:22250200, ECO:0000269|PubMed:28011845}.	Nucleus-vacuole junction protein 2	NVJ2_YEAST	Q06833	NVJ2 YPR091C	Nucleus-vacuole junction protein 2	770	AF-Q06833-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q06833-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q06833-F1-model_v4.cif
NYV1	253	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14562095}; Single-pass type IV membrane protein {ECO:0000269|PubMed:14562095}.	Vacuolar v-SNARE NYV1 (R-SNARE NYV1) (New v-SNARE 1) (Synaptobrevin NYV1)	NYV1_YEAST	Q12255	NYV1 MAM2 YLR093C	Vacuolar v-SNARE NYV1 (R-SNARE NYV1) (New v-SNARE 1) (Synaptobrevin NYV1)	253	AF-Q12255-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q12255-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q12255-F1-model_v4.cif
OAC1	324	6	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	21.166666666666668	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Mitochondrial oxaloacetate transport protein (Mitochondrial carrier protein PMT)	OAC1_YEAST	P32332	OAC1 PMT PMT1 YKL120W YKL522	Mitochondrial oxaloacetate transport protein (Mitochondrial carrier protein PMT)	324	AF-P32332-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P32332-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P32332-F1-model_v4.cif
OCH1	480	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	15.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14676282, ECO:0000269|PubMed:1628616}; Single-pass type II membrane protein {ECO:0000269|PubMed:8601597, ECO:0000303|PubMed:1628616}. Golgi apparatus membrane {ECO:0000269|PubMed:14676282, ECO:0000269|PubMed:15229219, ECO:0000269|PubMed:1628616}; Single-pass type II membrane protein {ECO:0000303|PubMed:1628616}. Note=Is recycled between the trans-Golgi network and a late compartment of the endoplasmic reticulum. {ECO:0000269|PubMed:14676282}.	Initiation-specific alpha-1,6-mannosyltransferase (EC 2.4.1.232) (Outer chain elongation protein 1)	OCH1_YEAST	P31755	OCH1 NGD29 YGL038C	Initiation-specific alpha-1,6-mannosyltransferase (EC 2.4.1.232) (Outer chain elongation protein 1)	480	AF-P31755-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P31755-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P31755-F1-model_v4.cif
ODC1	310	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	20.833333333333332	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.	Mitochondrial 2-oxodicarboxylate carrier 1	ODC1_YEAST	Q03028	ODC1 YPL134C LPI11C	Mitochondrial 2-oxodicarboxylate carrier 1	310	AF-Q03028-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q03028-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q03028-F1-model_v4.cif
ODC2	307	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	20.833333333333332	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.	Mitochondrial 2-oxodicarboxylate carrier 2	ODC2_YEAST	Q99297	ODC2 YOR222W YOR50-12	Mitochondrial 2-oxodicarboxylate carrier 2	307	AF-Q99297-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q99297-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q99297-F1-model_v4.cif
OLE1	510	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:26928762}; Multi-pass membrane protein {ECO:0000255}.	Acyl-CoA desaturase 1 (EC 1.14.19.1) (Delta 9 fatty acid desaturase) (Fatty acid desaturase 1) (Stearoyl-CoA desaturase 1)	ACO1_YEAST	P21147	OLE1 YGL055W	Acyl-CoA desaturase 1 (EC 1.14.19.1) (Delta 9 fatty acid desaturase) (Fatty acid desaturase 1) (Stearoyl-CoA desaturase 1)	510	AF-P21147-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P21147-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P21147-F1-model_v4.cif
OLI1	76	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	ATP synthase subunit 9, mitochondrial (Lipid-binding protein) (Oligomycin resistance protein 1)	ATP9_YEAST	P61829	OLI1 ATP9 OLI3 PHO2 Q0130	ATP synthase subunit 9, mitochondrial (Lipid-binding protein) (Oligomycin resistance protein 1)	76	AF-P61829-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P61829-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P61829-F1-model_v4.cif
OM14	134	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	18.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:16689936}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:16689936}.	Mitochondrial outer membrane protein OM14 (Outer membrane protein of 14 kDa)	OM14_YEAST	P38325	OM14 YBR230C YBR1527	Mitochondrial outer membrane protein OM14 (Outer membrane protein of 14 kDa)	134	AF-P38325-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38325-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38325-F1-model_v4.cif
OM45	393	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:11502169}.	Mitochondrial outer membrane protein OM45 (Outer membrane protein of 45 kDa)	OM45_YEAST	P16547	OM45 YIL136W	Mitochondrial outer membrane protein OM45 (Outer membrane protein of 45 kDa)	393	AF-P16547-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P16547-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P16547-F1-model_v4.cif
OMA1	345	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:12963738}; Single-pass membrane protein {ECO:0000305}.	Mitochondrial metalloendopeptidase OMA1 (EC 3.4.24.-)	OMA1_YEAST	P36163	OMA1 YKR087C YKR407	Mitochondrial metalloendopeptidase OMA1 (EC 3.4.24.-)	345	AF-P36163-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P36163-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P36163-F1-model_v4.cif
