Entry	Entry Name	Gene Names	Protein names	Length
P81449	ATPJ_YEAST	TIM11 ATP21 YDR322C-A YDR322BC	ATP synthase subunit e, mitochondrial (ATPase subunit e) (Translocase of the inner membrane protein 11)	96
P81450	ATP18_YEAST	ATP18 YML081C-A YML081BC	ATP synthase subunit J, mitochondrial (ATPase synthase I subunit)	59
P87108	TIM10_YEAST	TIM10 MRS11 YHR005C-A YHR005BC	Mitochondrial import inner membrane translocase subunit TIM10 (Mitochondrial intermembrane protein MRS11)	93
P89102	SEC5_YEAST	SEC5 YDR166C YD8358.20C YD9489.01C	Exocyst complex component SEC5	971
P89105	CTR9_YEAST	CTR9 CDP1 YOL145C	RNA polymerase-associated protein CTR9 (Centromere-binding factor 1-dependent protein 1) (Cln three-requiring protein 9)	1077
Q00055	GPD1_YEAST	GPD1 DAR1 HOR1 OSG1 YDL022W D2830	Glycerol-3-phosphate dehydrogenase [NAD(+)] 1 (EC 1.1.1.8)	391
Q00245	RHO3_YEAST	RHO3 YIL118W	GTP-binding protein RHO3 (EC 3.6.5.2)	231
Q00246	RHO4_YEAST	RHO4 YKR055W	GTP-binding protein RHO4 (EC 3.6.5.2)	291
Q00362	2ABA_YEAST	CDC55 YGL190C G1345	Protein phosphatase PP2A regulatory subunit B (Cell division control protein 55) (PR55)	526
Q00381	AP2S_YEAST	APS2 YAP17 YJR058C J1720	AP-2 complex subunit sigma (Adaptin small chain) (Clathrin assembly protein 2 sigma small chain) (Clathrin coat assembly protein AP17) (Clathrin coat-associated protein AP17) (Plasma membrane adaptor AP-2 17 kDa protein) (Sigma2-adaptin)	147
Q00402	NUM1_YEAST	NUM1 PAC12 YDR150W YD8358.06	Nuclear migration protein NUM1	2748
Q00416	SEN1_YEAST	SEN1 YLR430W L9576.1	Helicase SEN1 (EC 5.6.2.3) (DNA:DNA and RNA:DNA 5'-3' helicase SEN1) (tRNA-splicing endonuclease positive effector)	2231
Q00539	NAM8_YEAST	NAM8 MRE2 MUD15 YHR086W	Protein NAM8 (Nuclear accommodation of mitochondria protein 8) (U1 snRNP component NAM8)	523
Q00578	RAD25_YEAST	SSL2 LOM3 RAD25 UVS112 YIL143C	General transcription and DNA repair factor IIH helicase/translocase subunit XPB/SSL2 (TFIIH subunit XPB/SSL2) (EC 5.6.2.4) (DNA 3'-5' helicase/translocase XPB/SSL2) (DNA repair helicase RAD25/SSL2) (RNA polymerase II transcription factor B subunit SSL2) (TFB subunit SSL2) (Suppressor of stem-loop mutation 2)	843
Q00582	RAGAB_YEAST	GTR1 YML121W YM7056.05	GTP-binding protein GTR1 (EC 3.6.5.-)	310
Q00618	PGTA_YEAST	BET4 YJL031C J1254	Geranylgeranyl transferase type-2 subunit alpha (EC 2.5.1.60) (GGTase-II-alpha) (Geranylgeranyl transferase type II subunit alpha) (PGGT) (Type II protein geranyl-geranyltransferase subunit alpha) (YPT1/SEC4 proteins geranylgeranyltransferase subunit alpha)	327
Q00684	CDC14_YEAST	CDC14 OAF3 YFR028C	Tyrosine-protein phosphatase CDC14 (EC 3.1.3.48)	551
Q00711	SDHA_YEAST	SDH1 SDHA YKL148C YKL602	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (FP)	640
Q00764	TPS1_YEAST	TPS1 BYP1 CIF1 FDP1 GGS1 GLC6 TSS1 YBR126C YBR0922	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 56 kDa subunit (EC 2.4.1.15) (General glucose sensor subunit 1) (Glycogen metabolism control protein GLC6) (Trehalose synthase complex catalytic subunit TPS1) (Trehalose-6-phosphate synthase) (UDP-glucose-glucosephosphate glucosyltransferase)	495
Q00772	SLT2_YEAST	SLT2 MPK1 YHR030C	Mitogen-activated protein kinase SLT2/MPK1 (MAP kinase MPK1) (EC 2.7.11.24)	484
Q00776	AP1M1_YEAST	APM1 YAP54 YPL259C P0394	AP-1 complex subunit mu-1-I (Clathrin assembly protein complex 1 mu-1-I medium chain) (Clathrin coat assembly protein AP54) (Clathrin coat-associated protein AP54) (Golgi adaptor AP-1 54 kDa protein) (HA1 54 kDa subunit) (Mu(1)-adaptin) (Mu1-I-adaptin)	475
Q00816	REG1_YEAST	REG1 HEX2 PZF240 SPP43 SRN1 YDR028C YD9813.06C	Resistance to glucose repression protein 1 (Protein HEX2) (Second-site suppressor of the rna1-1 mutation 1)	1014
Q00916	RU17_YEAST	SNP1 YIL061C	U1 small nuclear ribonucleoprotein 70 kDa homolog (U1 70K) (U1 snRNP 70 kDa homolog) (U1-70K) (U1 small nuclear ribonucleoprotein SNP1) (U1 snRNP protein SNP1)	300
Q00947	STP1_YEAST	STP1 BAP1 SSY2 YDR463W D8035.7	Transcription factor STP1	519
Q00955	ACAC_YEAST	ACC1 ABP2 FAS3 MTR7 YNR016C N3175	Acetyl-CoA carboxylase (ACC) (EC 6.4.1.2) (Fatty acid synthetase 3) (mRNA transport-defective protein 7) [Includes: Biotin carboxylase (EC 6.3.4.14)]	2233
Q01080	RPA49_YEAST	RPA49 RRN13 YNL248C N0880	DNA-directed RNA polymerase I subunit RPA49 (A49) (DNA-directed RNA polymerase I 49 kDa polypeptide)	415
Q01159	MCE1_YEAST	CEG1 YGL130W G2853	mRNA-capping enzyme subunit alpha (GTP--RNA guanylyltransferase) (GTase) (mRNA guanylyltransferase) (EC 2.7.7.50)	459
Q01217	ARG56_YEAST	ARG5,6 YER069W	Protein ARG5,6, mitochondrial [Cleaved into: N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase); Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (AGK)]	863
Q01389	BCK1_YEAST	BCK1 LAS3 SLK1 SSP31 YJL095W J0906	Serine/threonine-protein kinase BCK1/SLK1/SSP31 (EC 2.7.11.1)	1478
Q01448	HPC2_YEAST	HPC2 YBR215W YBR1503	Histone promoter control protein 2	625
Q01454	CTF4_YEAST	CTF4 CHL15 POB1 YPR135W P9659.7	DNA polymerase alpha-binding protein (Chromosome replication protein CHL15) (Chromosome transmission fidelity protein 4) (Protein POB1)	927
Q01476	UBP2_YEAST	UBP2 YOR124C O3281 YOR3281C	Ubiquitin carboxyl-terminal hydrolase 2 (EC 3.4.19.12) (Deubiquitinating enzyme 2) (Ubiquitin thioesterase 2) (Ubiquitin-specific-processing protease 2)	1272
Q01477	UBP3_YEAST	UBP3 YER151C	Ubiquitin carboxyl-terminal hydrolase 3 (EC 3.4.19.12) (Deubiquitinating enzyme 3) (Ubiquitin thioesterase 3) (Ubiquitin-specific-processing protease 3)	912
Q01519	COX12_YEAST	COX12 YLR038C	Cytochrome c oxidase subunit 12, mitochondrial (Cytochrome c oxidase polypeptide VIb)	83
Q01532	BLH1_YEAST	LAP3 BLH1 GAL6 YCP1 YNL239W N1118	Cysteine proteinase 1, mitochondrial (EC 3.4.22.40) (Bleomycin hydrolase) (BLM hydrolase) (Homocysteine-thiolactonase) (HTLase) (Hcy-thiolactonase) (Leucine aminopeptidase 3) (Y3)	483
Q01560	NOP3_YEAST	NPL3 MTR13 MTS1 NAB1 NOP3 YDR432W D9461.19	Serine/arginine (SR)-type shuttling mRNA binding protein NPL3 (Mitochondrial targeting suppressor 1 protein) (Nuclear polyadenylated RNA-binding protein 1) (Nuclear protein localization protein 3) (Polyadenylate-binding protein NPL3)	414
Q01574	ACS1_YEAST	ACS1 YAL054C FUN44	Acetyl-coenzyme A synthetase 1 (EC 6.2.1.1) (Acetate--CoA ligase 1) (Acyl-activating enzyme 1)	713
Q01589	SED1_YEAST	SED1 YDR077W D4431	Cell wall protein SED1 (Glycoprotein GP260)	338
Q01590	SED5_YEAST	SED5 YLR026C	Integral membrane protein SED5	340
Q01649	CIK1_YEAST	CIK1 YMR198W YM9646.11	Spindle pole body-associated protein CIK1 (Chromosome instability and karyogamy protein 1)	594
Q01662	MAP1_YEAST	MAP1 YLR244C L9672.12	Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (EC 3.4.11.18) (Peptidase M 1)	387
Q01722	GCR2_YEAST	GCR2 YNL199C N1374	Glycolytic genes transcriptional activator GCR2	534
Q01852	TIM44_YEAST	TIM44 ISP45 MIM44 MPI1 YIL022W	Mitochondrial import inner membrane translocase subunit TIM44 (Inner membrane import site protein 45) (ISP45) (Membrane import machinery protein MIM44) (Mitochondrial protein import protein 1)	431
Q01855	RS15_YEAST	RPS15 RPS21 YOL040C	Small ribosomal subunit protein uS19 (40S ribosomal protein S15) (RIG protein) (RP52) (S21) (YS21)	142
Q01896	ATN2_YEAST	ENA2 PMR2B YDR039C	Sodium/potassium exporting P-type ATPase 2 (EC 7.2.2.3)	1091
Q01919	KIN4_YEAST	KIN4 KIN3 KIN31 YOR233W O5220	Serine/threonine-protein kinase KIN4 (EC 2.7.11.1)	800
Q01926	MRS2_YEAST	MRS2 YOR334W	Magnesium transporter MRS2, mitochondrial (RNA-splicing protein MRS2)	470
Q01939	PRS8_YEAST	RPT6 CIM3 CRL3 SUG1 TBPY TBY1 YGL048C	26S proteasome regulatory subunit 8 homolog (Protein CIM3) (Protein SUG1) (Tat-binding protein TBY1)	405
Q02046	MTD1_YEAST	MTD1 YKR080W YKR400	Methylenetetrahydrofolate dehydrogenase [NAD(+)] (EC 1.5.1.15)	320
Q02100	SKO1_YEAST	SKO1 ACR1 YNL167C N1702	CRE-binding bZIP protein SKO1	647
Q02159	UBC7_YEAST	UBC7 QRI8 YMR022W YM9711.12	Ubiquitin-conjugating enzyme E2 7 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 7) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-18 kDa) (Ubiquitin-protein ligase)	165
Q02199	NUP49_YEAST	NUP49 NSP49 YGL172W G1648	Nucleoporin NUP49/NSP49 (Nuclear pore protein NUP49/NSP49)	472
Q02201	OSH6_YEAST	OSH6 YKR003W YK102	Oxysterol-binding protein homolog 6 (Lipid-transfer protein Osh6) (LTP) (Oxysterol-binding phosphatidylserine transferase) (Oxysterol-binding protein-related protein 6) (ORP 6) (OSBP-related protein 6)	448
Q02205	MEH1_YEAST	MEH1 EGO1 GSE2 YKR007W YK106	Protein MEH1 (EGO complex subunit 1) (GSE complex subunit 2)	184
Q02206	RSC4_YEAST	RSC4 YKR008W YK107	Chromatin structure-remodeling complex subunit RSC4 (RSC complex subunit RSC4) (Remodel the structure of chromatin complex subunit 4)	625
Q02207	FOX2_YEAST	FOX2 YKR009C YK108	Peroxisomal hydratase-dehydrogenase-epimerase (HDE) (Multifunctional beta-oxidation protein) (MFP) [Includes: 2-enoyl-CoA hydratase (EC 4.2.1.119); (3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12)]	900
Q02256	PVH1_YEAST	YVH1 YIR026C	Tyrosine-protein phosphatase YVH1 (PTPase YVH1) (EC 3.1.3.48)	364
Q02260	SMD1_YEAST	SMD1 YGR074W	Small nuclear ribonucleoprotein Sm D1 (Sm-D1) (snRNP core protein D1)	146
Q02326	RL6A_YEAST	RPL6A RPL17A YL16A YML073C	Large ribosomal subunit protein eL6A (60S ribosomal protein L6-A) (L17) (RP18) (YL16)	176
Q02336	ADA2_YEAST	ADA2 YDR448W D9461.33	SAGA complex subunit ADA2 (Transcriptional adapter 2)	434
Q02354	UTP6_YEAST	UTP6 YDR449C D9461.34	U3 small nucleolar RNA-associated protein 6 (U3 snoRNA-associated protein 6) (U three protein 6)	440
Q02455	MLP1_YEAST	MLP1 YKR095W YKR415	Protein MLP1 (Myosin-like protein 1)	1875
Q02457	TBF1_YEAST	TBF1 YPL128C LPI16C	Protein TBF1 (TBF-alpha) (TTAGGG repeat-binding factor 1)	562
Q02486	ABF2_YEAST	ABF2 HIM1 YMR072W YM9916.11	ARS-binding factor 2, mitochondrial	183
Q02555	RNT1_YEAST	RNT1 YMR239C YM9408.01C YM9959.21	Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)	471
Q02574	MEC3_YEAST	MEC3 PIP3 PSO9 YLR288C L8003.15	DNA damage checkpoint control protein MEC3	474
Q02606	CIP1_YEAST	CIP1 YPL014W	Cyclin-dependent kinase inhibitor CIP1 (CDK1-interacting protein 1)	381
Q02629	NU100_YEAST	NUP100 NSP100 YKL068W YKL336	Nucleoporin NUP100/NSP100 (Nuclear pore protein NUP100/NSP100)	959
Q02630	NU116_YEAST	NUP116 NSP116 YMR047C YM9532.12C	Nucleoporin NUP116/NSP116 (Nuclear pore protein NUP116/NSP116)	1113
Q02642	NACB1_YEAST	EGD1 YPL037C	Nascent polypeptide-associated complex subunit beta-1 (NAC-beta-1) (BTF3 homolog EGD1) (Beta-1-NAC) (GAL4 DNA-binding enhancer protein 1)	157
Q02647	DYL1_YEAST	DYN2 SLC1 YDR424C	Dynein light chain 1, cytoplasmic	92
Q02685	RMI1_YEAST	RMI1 NCE4 YPL024W	RecQ-mediated genome instability protein 1	241
Q02724	ULP1_YEAST	ULP1 YPL020C LPB11C	Ubiquitin-like-specific protease 1 (EC 3.4.22.68)	621
Q02725	VTC3_YEAST	VTC3 PHM2 YPL019C	Vacuolar transporter chaperone 3 complex subunit 3 (Phosphate metabolism protein 2) (SPX-dependent polyphosphate polymerase VTC subunit 3) (Vacuolar membrane polyphosphate polymerase accessory subunit 3) (PolyP polymerase)	835
Q02732	CENPP_YEAST	CTF19 MCM18 YPL018W LPB13W	Inner kinetochore subunit CTF19 (CENP-P homolog) (Chromosome transmission fidelity protein 19) (Constitutive centromere-associated network protein CTF19) (Minichromosome maintenance protein 18)	369
Q02733	IRC15_YEAST	IRC15 YPL017C	Increased recombination centers protein 15	499
Q02767	VPS28_YEAST	VPS28 VPT28 YPL065W LPE5W	Vacuolar protein sorting-associated protein 28 (ESCRT-I complex subunit VPS28)	242
Q02773	RPM2_YEAST	RPM2 YML091C	Ribonuclease P protein component, mitochondrial (RNase P) (EC 3.1.26.5)	1202
Q02774	SHR3_YEAST	SHR3 YDL212W D1022	Secretory component protein SHR3	210
Q02775	SLU7_YEAST	SLU7 SLT17 YDR088C D4483	Pre-mRNA-splicing factor SLU7 (Synthetic lethal with U2 snRNA protein 17) (Synthetic lethal with U5 snRNA protein 7)	382
Q02776	TIM50_YEAST	TIM50 YPL063W	Mitochondrial import inner membrane translocase subunit TIM50	476
Q02784	GLRX5_YEAST	GRX5 YPL059W LPE13W	Monothiol glutaredoxin-5, mitochondrial	150
Q02785	PDR12_YEAST	PDR12 YPL058C LPE14C	ATP-dependent permease PDR12	1511
Q02792	XRN2_YEAST	RAT1 HKE1 TAP1 YOR048C	5'-3' exoribonuclease 2 (EC 3.1.13.-) (Ribonucleic acid-trafficking protein 1) (p116)	1006
Q02793	SKI8_YEAST	SKI8 REC103 YGL213C	Antiviral protein SKI8 (Superkiller protein 8)	397
Q02794	STD1_YEAST	STD1 MSN3 SFS3 YOR047C	Protein STD1 (Glucose repression modulator MSN3) (Suppressor of Tbp deletion protein 1) (Suppressor of fluoride sensitivity 3)	444
Q02795	OSTD_YEAST	SWP1 YMR149W YM9375.19	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit SWP1 (Oligosaccharyl transferase subunit SWP1) (Oligosaccharyl transferase subunit delta)	286
Q02796	LGE1_YEAST	LGE1 YPL055C	Transcriptional regulatory protein LGE1 (Large cells protein 1)	332
Q02804	ARL3_YEAST	ARL3 ARP1 YPL051W	ADP-ribosylation factor-like protein 3 (Arf-like GTPase 3)	198
Q02805	ROD1_YEAST	ROD1 YOR018W OR26.08	Protein ROD1 (Resistance to o-dinitrobenzene protein 1)	837
Q02821	IMA1_YEAST	SRP1 KAP60 YNL189W N1606	Importin subunit alpha (Karyopherin subunit alpha) (Karyopherin-60) (Serine-rich RNA polymerase I suppressor protein)	542
Q02884	ELP4_YEAST	ELP4 HAP1 TOT7 YPL101W	Elongator complex protein 4 (Gamma-toxin target 7) (HAT-associated protein 1)	456
Q02887	ATG21_YEAST	ATG21 CVT21 HSV1 MAI1 YPL100W	Autophagy-related protein 21 (Cytoplasm to vacuole transport protein 21) (Homologous with SVP1 protein 1) (Maturation of proaminopeptidase I protein 1)	496
Q02888	INA17_YEAST	INA17 AIM43 FMP14 YPL099C	Inner membrane assembly complex subunit 17 (Altered inheritance of mitochondria protein 43) (Found in mitochondrial proteome protein 14) (INA complex 17 kDa subunit)	182
Q02890	PNG1_YEAST	PNG1 YPL096W	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (PNGase) (EC 3.5.1.52) (Peptide:N-glycanase 1) (yPNG1)	363
Q02892	NOG1_YEAST	NOG1 YPL093W LPG15W	Nucleolar GTP-binding protein 1	647
Q02896	YDC1_YEAST	YDC1 YPL087W LPG21W	Alkaline ceramidase YDC1 (EC 3.5.1.-) (Acyl-CoA-independent ceramide synthase)	317
Q02908	ELP3_YEAST	ELP3 HPA1 TOT3 YPL086C	Elongator complex protein 3 (EC 2.3.1.311) (Gamma-toxin target 3) (tRNA uridine(34) acetyltransferase)	557
Q02931	UTP17_YEAST	NAN1 UTP17 YPL126W	NET1-associated nuclear protein 1 (U three protein 17) (t-17) (U3 protein 17 required for transcription) (U3 small nucleolar RNA-associated protein 17) (U3 snoRNA-associated protein 17)	896
Q02933	RNY1_YEAST	RNY1 YPL123C	Ribonuclease T2-like (RNase T2-like) (EC 4.6.1.19)	434
Q02939	TFB2_YEAST	TFB2 YPL122C	General transcription and DNA repair factor IIH subunit TFB2 (TFIIH subunit TFB2) (RNA polymerase II transcription factor B 52 kDa subunit) (RNA polymerase II transcription factor B p52 subunit) (RNA polymerase II transcription factor B subunit 2)	513
Q02948	BECN1_YEAST	VPS30 APG6 ATG6 VPT30 YPL120W LPH7	Vacuolar protein sorting-associated protein 30 (Autophagy-related protein 6)	557
Q02950	RT51_YEAST	MRP51 YPL118W	Small ribosomal subunit protein bS1m (37S ribosomal protein MRP51, mitochondrial)	344
Q02959	HOS3_YEAST	HOS3 YPL116W LPH11W	Histone deacetylase HOS3 (EC 3.5.1.98)	697
Q02979	GDE1_YEAST	GDE1 YPL110C	Glycerophosphocholine phosphodiesterase GDE1 (EC 3.1.4.2) (Glycerophosphodiester phosphodiesterase GDE1)	1223
Q03002	FRK1_YEAST	FRK1 YPL141C	Fatty acyl-CoA synthetase and RNA processing-associated kinase 1 (EC 2.7.11.1)	865
Q03010	UME1_YEAST	UME1 WTM3 YPL139C LPI7C	Transcriptional regulatory protein UME1 (WD repeat-containing transcriptional modulator 3)	460
Q03012	SPP1_YEAST	SPP1 CPS40 SAF41 YPL138C	COMPASS component SPP1 (Complex proteins associated with SET1 protein SPP1) (Set1C component SPP1) (Suppressor of PRP protein 1)	353
Q03018	ESP1_YEAST	ESP1 YGR098C	Separin (EC 3.4.22.49) (Separase)	1630
Q03020	ISU1_YEAST	ISU1 NUA1 YPL135W	Iron sulfur cluster assembly protein 1, mitochondrial (Iron sulfur cluster scaffold protein 1)	165
Q03034	FDC1_YEAST	FDC1 YDR539W D3703.2	Ferulic acid decarboxylase 1 (EC 4.1.1.102) (Phenacrylate decarboxylase)	503
Q03048	COFI_YEAST	COF1 YLL050C L0596	Cofilin (Actin-depolymerizing factor 1)	143
Q03063	DIG1_YEAST	DIG1 RST1 YPL049C P7102.02	Down-regulator of invasive growth 1 (Regulator of STE12 protein 1) (Regulator of sterile twelve 1)	452
Q03067	SGF11_YEAST	SGF11 YPL047W	SAGA complex subunit SGF11 (11 kDa SAGA-associated factor) (SAGA-associated factor 11)	99
Q03071	ELOC_YEAST	ELC1 YPL046C	Elongin-C	99
Q03081	MET31_YEAST	MET31 YPL038W P7102.12	Transcriptional regulator MET31 (Methionine-requiring protein 31)	177
Q03096	EST3_YEAST	EST3 YIL009C-A	Telomere replication protein EST3 (Ever shorter telomeres protein 3)	181
Q03103	ERO1_YEAST	ERO1 YML130C YM4987.05C	Endoplasmic oxidoreductin-1 (EC 1.8.3.2) (Endoplasmic reticulum oxidoreductase protein 1)	563
Q03124	RSC9_YEAST	RSC9 YML127W YM4987.08	Chromatin structure-remodeling complex subunit RSC9 (RSC complex subunit RSC9) (Remodel the structure of chromatin complex subunit 9)	581
Q03125	NRG1_YEAST	NRG1 MSS1 YDR043C YD5112.01C	Transcriptional regulator NRG1 (Zinc finger protein MSS1)	231
Q03144	SNO1_YEAST	SNO1 YMR095C YM6543.02C	Pyridoxal 5'-phosphate synthase subunit SNO1 (EC 4.3.3.6) (PDX2 homolog 1) (Pdx2.1) (Pyridoxal 5'-phosphate synthase glutaminase subunit) (EC 3.5.1.2)	224
Q03148	SNZ1_YEAST	SNZ1 YMR096W YM6543.03	Pyridoxal 5'-phosphate synthase subunit SNZ1 (PLP synthase subunit SNZ1) (EC 4.3.3.6) (PDX1 homolog 1) (Pdx1.1) (p35)	297
Q03162	MUB1_YEAST	MUB1 YMR100W YM6543.07	MYND-type zinc finger protein MUB1 (Multi-budding protein)	620
Q03178	PIR1_YEAST	PIR1 CCW6 YKL164C YKL618	Cell wall mannoprotein PIR1 (Covalently-linked cell wall protein 6) (Protein with internal repeats 1)	341
Q03180	PIR3_YEAST	PIR3 CCW8 YKL163W YKL617	Cell wall mannoprotein PIR3 (Covalently-linked cell wall protein 8) (Protein with internal repeats 3)	325
Q03195	RLI1_YEAST	RLI1 YDR091C	Translation initiation factor RLI1 (ATP-binding cassette sub-family E member RLI1) (RNase L inhibitor)	608
Q03213	HOT1_YEAST	HOT1 YMR172W YM8010.02	High-osmolarity-induced transcription protein 1	719
Q03219	FPYP1_YEAST	FPY1 YMR178W YM8010.08	FAD diphosphatase (EC 3.6.1.18) (FAD pyrophosphatase)	274
Q03262	PGM3_YEAST	PRM15 PGM3 YMR278W YM8021.04	Phosphoribomutase (PRM) (EC 5.4.2.7) (Phosphoglucomutase 3) (PGM 3)	622
Q03280	TOM1_YEAST	TOM1 SSR2 YDR457W D8035.1	E3 ubiquitin-protein ligase TOM1 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase TOM1) (Suppressor of snRNA protein 2) (Temperature-dependent organization in mitotic nucleus protein 1)	3268
Q03290	TFB3_YEAST	TFB3 RIG2 YDR460W	RNA polymerase II transcription factor B subunit 3 (RNA polymerase II transcription factor B 38 kDa subunit) (RNA polymerase II transcription factor B p38 subunit)	321
Q03305	RMT2_YEAST	RMT2 YDR465C	Protein arginine N-methyltransferase 2 (EC 2.1.1.-) (Protein-arginine N5-methyltransferase) (Type IV protein arginine N-methyltransferase) (Type IV PRMT)	412
Q03308	VPS16_YEAST	VPS16 VAM9 VPT16 YPL045W	Vacuolar protein sorting-associated protein 16 (Vacuolar morphogenesis protein 9) (Vacuolar protein-targeting protein 16)	798
Q03322	TLG1_YEAST	TLG1 YDR468C D8035.11	t-SNARE affecting a late Golgi compartment protein 1 (Syntaxin TLG1)	224
Q03330	GCN5_YEAST	GCN5 ADA4 SWI9 YGR252W	Histone acetyltransferase GCN5 (EC 2.3.1.48) (Histone crotonyltransferase GCN5) (EC 2.3.1.-) (SAGA complex subunit GCN5)	439
Q03337	TRS31_YEAST	TRS31 YDR472W	Trafficking protein particle complex subunit 31 (TRAPP subunit 31) (Transport protein particle 31 kDa subunit)	283
Q03373	DIG2_YEAST	DIG2 RST2 YDR480W D8035.23	Down-regulator of invasive growth 2 (Regulator of STE12 protein 2) (Regulator of sterile twelve 2)	323
Q03388	VPS72_YEAST	VPS72 SWC2 YDR485C	Vacuolar protein sorting-associated protein 72 (SWR complex protein 2)	795
Q03390	VPS60_YEAST	VPS60 CHM5 MOS10 YDR486C	Vacuolar protein-sorting-associated protein 60 (Charged multivesicular body protein 5)	229
Q03406	SLD5_YEAST	SLD5 YDR489W	DNA replication complex GINS protein SLD5	294
Q03407	PKH1_YEAST	PKH1 YDR490C	Serine/threonine-protein kinase PKH1 (EC 2.7.11.1) (3-phosphoinositide-dependent protein kinase 1)	766
Q03433	VPS71_YEAST	VPS71 SWC6 YML041C YM8054.02C	Vacuolar protein sorting-associated protein 71 (SWR complex protein 6)	280
Q03434	YM12B_YEAST	TY1B-ML2 YMLWTy1-2 POL YML039W YM8054.04	Transposon Ty1-ML2 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	1755
Q03435	NHP10_YEAST	NHP10 HMO2 YDL002C YD8119.05C	Non-histone protein 10 (High mobility group protein 2)	203
Q03455	MSC2_YEAST	MSC2 YDR205W YD8142.02	Probable zinc transporter MSC2 (Meiotic sister chromatid recombination protein 2)	724
Q03465	RPN4_YEAST	RPN4 SON1 UFD5 YDL020C D2840	Protein RPN4 (Nuclear protein SON1) (Ubiquitin fusion degradation protein 5)	531
Q03466	EBS1_YEAST	EBS1 YDR206W YD8142.03	Nonsense-mediated mRNA decay factor EBS1 (EST1-like BCY1 suppressor 1)	884
Q03494	YD22B_YEAST	TY2B-DR2 YDRWTy2-2 POL YDR210W-B YD8142A.09	Transposon Ty2-DR2 Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	1770
Q03496	THADA_YEAST	TRM732 YMR259C YM8156.01C YM9920.13C	tRNA (32-2'-O)-methyltransferase regulator TRM732	1420
Q03497	STE20_YEAST	STE20 YHL007C	Serine/threonine-protein kinase STE20 (EC 2.7.11.1)	939
Q03503	NAA30_YEAST	MAK3 NAA30 YPR051W YP9499.08	N-alpha-acetyltransferase 30 (EC 2.3.1.256) (L-A virus GAG protein N-acetyltransferase subunit MAK3) (Maintenance of killer protein 3) (N-terminal acetyltransferase C complex catalytic subunit MAK3) (NatC complex subunit MAK3) (NatC catalytic subunit)	176
Q03529	SCS7_YEAST	SCS7 FAH1 YMR272C YM8156.14C	Ceramide very long chain fatty acid hydroxylase SCS7 (Ceramide VLCFA hydroxylase SCS7) (4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase SCS7) (EC 1.14.18.6) (Dihydroceramide fatty acyl 2-hydroxylase SCS7) (EC 1.14.18.7) (Sphingolipid alpha-hydroxylase) (Suppressor of calcium sensitivity 7)	384
